roll_no,Age,Gender,branch,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot
1167,22,Male,"Computer Science",0,6,0,1,0
1168,21,Male,"Information Technology",0,7,0,1,1
1169,22,Female,"Information Technology",1,8,1,0,1
1170,20,Male,"Computer Science",2,7,0,0,0
1171,22,Male,"Information Technology",2,8,0,0,1
1172,21,Male,Mechanical,0,7,1,0,0
1173,21,Male,"Computer Science",0,7,0,0,1
1174,22,Male,Electrical,0,8,1,1,1
1175,21,Male,Electrical,0,7,0,0,0
1176,20,Male,"Information Technology",0,6,0,0,0
1177,22,Male,Mechanical,0,7,1,0,0
1178,22,Male,Mechanical,0,9,1,0,1
1179,23,Male,"Information Technology",0,8,0,0,1
1180,22,Female,"Electronics And Communication",1,6,0,0,0
1181,22,Male,"Information Technology",1,7,0,0,0
1182,22,Male,"Computer Science",0,7,0,0,0
1183,21,Male,Mechanical,0,8,1,0,1
1184,22,Male,Mechanical,2,9,1,0,1
1185,21,Male,"Information Technology",0,8,0,0,1
1186,21,Male,Electrical,0,7,0,0,0
1187,21,Male,Electrical,0,8,1,0,1
1188,21,Male,Mechanical,0,6,1,0,1
1189,22,Male,"Electronics And Communication",1,6,0,0,0
1190,21,Male,"Information Technology",1,8,0,0,1
1191,24,Male,"Information Technology",0,8,0,0,1
1192,21,Male,Civil,0,8,0,0,1
1193,23,Male,"Electronics And Communication",1,6,0,0,0
1194,21,Male,Civil,0,8,1,0,1
1195,22,Male,"Computer Science",0,7,0,0,1
1196,22,Male,"Computer Science",1,7,0,0,1
1197,22,Male,"Information Technology",1,9,0,0,1
1198,20,Male,Mechanical,0,6,1,1,0
1199,21,Male,Mechanical,1,6,1,0,0
1200,22,Female,"Computer Science",0,9,1,0,1
1201,24,Male,Mechanical,0,7,1,0,1
1202,21,Male,"Information Technology",0,6,0,1,1
1203,21,Male,Civil,1,9,0,0,1
1204,21,Male,"Information Technology",0,8,0,1,1
1205,22,Female,"Computer Science",0,8,1,0,1
1206,22,Female,"Information Technology",2,8,0,0,1
1207,23,Male,"Computer Science",2,7,0,1,1
1208,21,Female,"Computer Science",0,7,1,0,0
1209,21,Male,"Information Technology",1,9,0,0,1
1210,23,Male,Mechanical,1,7,1,0,1
1211,22,Male,Civil,0,8,0,0,1
1212,22,Male,Civil,0,9,0,1,1
1213,23,Male,Civil,0,8,0,0,1
1214,22,Male,"Computer Science",1,8,0,1,1
1215,21,Male,Electrical,0,8,0,0,1
1216,22,Male,"Electronics And Communication",1,7,0,0,0
1217,22,Male,Civil,0,6,0,1,0
1218,22,Male,"Computer Science",1,9,0,0,1
1219,24,Male,Mechanical,1,8,1,0,1
1220,22,Male,Electrical,0,8,0,0,1
1221,22,Male,Mechanical,0,7,1,0,0
1222,21,Female,"Computer Science",0,8,1,1,1
1223,21,Male,"Electronics And Communication",1,8,0,0,1
1224,21,Male,"Electronics And Communication",1,7,0,1,1
1225,22,Male,"Computer Science",0,6,0,1,0
1226,21,Male,Electrical,0,8,0,0,1
1227,22,Male,"Information Technology",0,8,0,0,1
1228,22,Male,"Electronics And Communication",0,6,0,0,1
1229,21,Male,Civil,0,9,0,1,1
1230,22,Male,"Computer Science",0,6,0,0,1
1231,23,Male,Electrical,0,6,0,0,0
1232,21,Male,"Computer Science",1,9,0,0,1
1233,20,Male,"Computer Science",1,7,0,0,1
1234,21,Male,Civil,0,9,0,0,1
1235,22,Male,"Computer Science",1,8,0,0,1
1236,21,Female,"Information Technology",1,8,0,0,1
1237,20,Male,"Electronics And Communication",0,8,0,0,1
1238,22,Male,"Information Technology",1,8,0,0,1
1239,23,Male,"Computer Science",1,7,0,0,0
1240,21,Male,"Electronics And Communication",1,7,0,0,0
1241,21,Male,"Information Technology",1,7,0,0,1
1242,22,Female,"Computer Science",1,8,1,0,1
1243,21,Male,Civil,1,7,0,0,0
1244,24,Male,Civil,0,8,0,0,1
1245,22,Female,"Computer Science",2,7,1,0,1
1246,21,Male,"Computer Science",1,9,0,0,1
1247,21,Male,"Information Technology",0,8,0,0,1
1248,22,Male,Electrical,0,6,0,0,0
1249,22,Male,"Electronics And Communication",0,9,0,0,1
1250,21,Male,Electrical,2,6,1,1,1
1251,22,Male,Mechanical,0,6,1,0,0
1252,22,Male,"Electronics And Communication",1,7,1,1,0
1253,20,Female,"Information Technology",0,6,0,0,0
1254,22,Male,"Computer Science",2,7,0,0,1
1255,23,Male,"Computer Science",1,6,0,0,0
1256,22,Male,Mechanical,0,7,1,0,0
1257,20,Male,Civil,2,5,0,0,0
1258,22,Male,"Computer Science",1,7,0,0,1
1259,21,Female,Electrical,1,8,0,0,1
1260,21,Male,Mechanical,1,5,1,0,0
1261,21,Male,"Information Technology",1,6,1,1,1
1262,21,Male,"Information Technology",1,8,1,0,1
1263,23,Female,"Information Technology",1,6,1,0,0
1264,21,Male,"Information Technology",1,6,0,1,1
1265,22,Male,"Information Technology",1,8,0,0,1
1266,24,Female,"Electronics And Communication",0,5,0,0,0
1267,22,Female,"Information Technology",1,7,0,0,1
1268,22,Female,Electrical,1,7,0,1,0
1269,22,Male,Civil,1,6,0,0,0
1270,21,Male,"Computer Science",1,7,0,0,0
1271,21,Male,"Information Technology",2,8,0,1,1
1272,24,Male,"Computer Science",1,5,0,0,0
1273,22,Male,"Computer Science",1,9,0,0,1
1274,23,Female,"Computer Science",0,5,1,1,0
1275,21,Male,"Computer Science",2,9,0,0,1
1276,21,Male,Civil,0,6,0,0,0
1277,23,Male,"Information Technology",0,5,0,1,0
1278,22,Female,"Computer Science",0,9,1,1,1
1279,21,Male,"Information Technology",0,6,0,0,1
1280,23,Male,"Information Technology",0,5,0,0,0
1281,21,Male,"Information Technology",0,7,0,0,1
1282,22,Male,"Information Technology",2,8,0,0,1
1283,22,Male,Civil,2,6,0,0,0
1284,22,Male,Mechanical,0,8,1,0,1
1285,22,Male,"Information Technology",1,8,0,0,1
1286,24,Male,"Information Technology",0,6,0,0,1
1287,22,Male,"Computer Science",2,8,0,0,1
1288,21,Female,"Computer Science",1,8,1,1,1
1289,21,Male,"Electronics And Communication",0,8,0,0,1
1290,22,Male,"Computer Science",1,7,0,0,1
1291,22,Male,Civil,0,6,0,0,1
1292,21,Male,Mechanical,1,9,1,0,1
1293,22,Male,Electrical,2,6,0,0,1
1294,24,Male,"Computer Science",1,6,0,0,1
1295,22,Female,"Information Technology",1,9,0,0,1
1296,21,Male,Civil,1,7,0,0,0
1297,20,Male,"Computer Science",1,5,0,0,0
1298,21,Male,Mechanical,0,9,1,0,1
1299,21,Male,"Information Technology",2,7,0,1,1
1300,20,Male,"Computer Science",2,5,0,0,0
1301,21,Male,Civil,0,9,0,0,1
1302,24,Male,Mechanical,0,5,0,1,0
1303,21,Male,Civil,0,7,0,0,0
1304,24,Male,Civil,0,5,0,0,0
1305,21,Male,"Information Technology",0,5,0,0,0
1306,22,Male,"Information Technology",2,7,0,1,1
1307,23,Male,Electrical,1,6,0,1,0
1308,21,Male,"Information Technology",0,9,0,0,1
1309,21,Male,"Electronics And Communication",1,6,1,1,0
1310,21,Female,"Computer Science",0,7,1,0,1
1311,21,Male,"Information Technology",0,9,0,0,1
1312,21,Male,Mechanical,1,8,1,1,1
1313,23,Female,"Computer Science",1,7,1,0,1
1314,21,Male,Mechanical,1,7,1,0,0
1315,22,Male,"Information Technology",1,8,1,0,1
1316,21,Male,"Electronics And Communication",1,8,1,1,1
1317,22,Male,"Information Technology",2,6,0,1,1
1318,21,Male,Mechanical,1,9,1,0,1
1319,21,Male,"Computer Science",1,6,0,1,0
1320,22,Male,"Computer Science",1,8,1,0,1
1321,22,Male,"Information Technology",2,7,0,0,1
1322,22,Male,"Computer Science",1,8,0,1,1
1323,22,Male,"Information Technology",1,8,0,0,1
1324,20,Male,Civil,1,6,1,0,1
1325,22,Male,"Information Technology",1,9,0,0,1
1326,21,Male,"Information Technology",2,7,0,1,1
1327,24,Female,"Information Technology",1,7,0,0,0
1328,22,Male,"Electronics And Communication",0,7,0,0,0
1329,24,Female,Mechanical,1,7,0,0,1
1330,21,Male,Electrical,2,8,0,0,1
1331,21,Female,"Electronics And Communication",1,7,0,0,1
1332,20,Male,Civil,0,7,1,1,0
1333,21,Male,"Electronics And Communication",1,8,1,1,1
1334,23,Male,"Electronics And Communication",0,6,0,1,0
1335,22,Male,Mechanical,0,9,1,0,1
1336,24,Male,Mechanical,0,8,1,0,1
1337,22,Male,"Computer Science",1,9,0,0,1
1338,20,Male,Mechanical,0,8,1,1,1
1339,22,Male,Mechanical,0,7,1,0,0
1340,23,Male,"Information Technology",0,7,0,1,0
1341,21,Male,"Information Technology",0,7,0,0,1
1342,22,Male,Mechanical,1,9,1,0,1
1343,22,Female,"Information Technology",0,8,0,0,1
1344,22,Male,Electrical,0,9,0,0,1
1345,24,Male,"Electronics And Communication",0,7,0,0,0
1346,21,Male,"Computer Science",2,9,0,1,1
1347,23,Male,"Information Technology",0,7,0,0,0
1348,21,Male,"Information Technology",0,7,0,0,1
1349,22,Male,"Computer Science",3,9,0,0,1
1350,22,Male,Mechanical,0,9,1,1,1
1351,21,Male,"Information Technology",2,9,0,0,1
1352,23,Male,"Computer Science",1,8,0,0,1
1353,21,Female,"Electronics And Communication",1,7,0,0,0
1354,24,Male,"Information Technology",1,7,0,0,1
1355,24,Female,"Electronics And Communication",0,8,0,0,1
1356,22,Male,"Information Technology",2,7,1,0,0
1357,21,Female,"Electronics And Communication",0,7,0,0,0
1358,23,Male,"Electronics And Communication",2,8,0,0,1
1359,22,Male,"Information Technology",0,7,0,0,1
1360,24,Male,Civil,0,8,1,0,1
1361,20,Male,Mechanical,1,8,0,0,1
1362,22,Male,"Computer Science",1,8,0,0,1
1363,21,Male,Civil,0,8,0,0,1
1364,20,Male,"Information Technology",1,7,0,0,1
1365,21,Male,Civil,0,8,1,0,1
1366,22,Male,"Computer Science",1,8,0,1,1
1367,24,Male,"Computer Science",1,7,0,0,0
1368,21,Male,Civil,0,7,0,0,1
1369,23,Male,"Information Technology",1,8,0,0,1
1370,21,Male,Electrical,0,6,0,0,1
1371,20,Male,Mechanical,1,7,1,1,0
1372,24,Male,"Information Technology",1,8,0,0,1
1373,20,Female,"Computer Science",2,7,1,1,0
1374,23,Female,"Electronics And Communication",0,6,0,0,0
1375,22,Male,Civil,0,6,0,0,0
1376,22,Male,"Computer Science",3,8,0,0,1
1377,23,Male,Mechanical,1,8,1,0,1
1378,23,Male,"Information Technology",0,7,0,1,1
1379,23,Male,Electrical,0,8,0,0,1
1380,20,Male,Civil,0,8,0,0,1
1381,24,Male,Mechanical,0,6,1,1,1
1382,20,Female,"Electronics And Communication",0,8,0,0,1
1383,22,Male,"Electronics And Communication",1,8,0,0,1
1384,20,Male,Civil,2,6,0,0,1
1385,23,Male,Electrical,0,7,0,0,1
1386,21,Male,Civil,0,7,0,0,0
1387,24,Male,Mechanical,0,6,1,0,1
1388,21,Male,Mechanical,0,8,1,1,1
1389,22,Male,"Information Technology",1,7,0,0,1
1390,24,Male,"Information Technology",0,6,0,0,1
1391,20,Male,Electrical,0,7,0,0,0
1392,24,Male,Mechanical,1,8,1,1,1
1393,22,Male,Civil,2,8,1,1,1
1394,22,Male,Mechanical,0,8,1,0,1
1395,22,Male,"Information Technology",2,6,0,0,1
1396,22,Male,"Information Technology",2,6,0,0,1
1397,23,Male,"Information Technology",2,7,0,0,1
1398,21,Female,Civil,2,7,0,0,0
1399,21,Female,"Information Technology",0,6,0,0,0
1400,22,Male,Electrical,1,7,0,1,0
1401,22,Male,"Electronics And Communication",1,8,0,0,1
1402,22,Male,Civil,2,7,0,0,0
1403,21,Male,"Computer Science",0,6,0,1,1
1404,21,Male,"Information Technology",2,8,0,0,1
1405,23,Female,"Computer Science",1,7,1,0,0
1406,21,Male,Civil,1,6,0,0,0
1407,22,Female,"Computer Science",2,6,1,0,1
1408,21,Female,"Electronics And Communication",1,7,0,0,1
1409,22,Female,"Information Technology",1,7,0,1,1
1410,21,Male,Mechanical,2,6,1,0,1
1411,22,Male,Mechanical,2,6,1,0,1
1412,21,Male,"Information Technology",2,7,0,0,1
1413,22,Male,"Computer Science",2,7,0,0,1
1414,21,Male,Electrical,1,6,0,0,0
1415,21,Female,"Computer Science",1,6,0,0,1
1416,21,Male,Mechanical,0,7,1,0,0
1417,22,Male,Civil,2,6,1,0,1
1418,22,Male,"Computer Science",1,7,0,0,1
1419,21,Male,"Electronics And Communication",0,7,0,1,0
1420,21,Male,"Information Technology",1,8,0,0,1
1421,20,Male,"Information Technology",1,8,0,0,1
1422,21,Male,"Computer Science",2,7,0,0,1
1423,21,Male,"Information Technology",1,8,0,0,1
1424,22,Female,Mechanical,1,6,1,0,0
1425,22,Female,"Information Technology",1,8,0,0,1
1426,22,Male,"Computer Science",0,6,0,1,0
1427,22,Male,Mechanical,1,6,1,0,0
1428,24,Male,"Computer Science",1,8,0,0,1
1429,21,Male,"Computer Science",1,8,0,1,1
1430,20,Male,"Electronics And Communication",0,7,0,0,0
1431,21,Male,"Computer Science",2,8,0,1,1
1432,21,Male,"Information Technology",1,6,1,0,0
1433,22,Male,"Information Technology",2,8,0,0,1
1434,21,Male,"Computer Science",0,6,0,1,0
1435,22,Male,Mechanical,1,7,1,0,0
1436,21,Male,"Electronics And Communication",0,8,0,1,1
1437,21,Female,"Computer Science",1,8,1,1,1
1438,21,Female,"Electronics And Communication",0,8,0,0,1
1439,23,Female,"Electronics And Communication",0,8,0,0,1
1440,22,Male,"Computer Science",2,7,0,0,0
1441,21,Male,Civil,0,6,1,1,0
1442,21,Male,"Computer Science",2,8,0,0,1
1443,24,Female,"Electronics And Communication",0,8,0,0,1
1444,22,Male,Mechanical,1,7,1,0,0
1445,23,Female,Mechanical,1,6,1,0,0
1446,21,Male,"Computer Science",2,7,0,0,1
1447,22,Male,Civil,1,6,0,0,0
1448,23,Male,Electrical,0,8,0,0,1
1449,22,Male,Civil,2,8,0,1,1
1450,23,Male,"Computer Science",1,8,0,0,1
1451,21,Male,Electrical,2,7,0,0,1
1452,22,Male,"Information Technology",1,8,0,1,1
1453,21,Male,Mechanical,0,6,1,0,0
1454,21,Female,Electrical,1,8,0,1,1
1455,24,Male,"Information Technology",0,6,0,0,1
1456,22,Female,Mechanical,1,6,1,0,0
1457,24,Male,"Electronics And Communication",1,6,1,1,1
1458,22,Male,"Electronics And Communication",1,8,1,1,1
1459,20,Male,"Information Technology",2,8,0,0,1
1460,20,Male,Mechanical,0,6,1,0,0
1461,23,Male,"Information Technology",0,8,0,0,1
1462,20,Male,"Computer Science",0,8,0,0,1
1463,21,Female,"Computer Science",1,6,1,0,0
1464,21,Male,"Computer Science",0,6,0,0,0
1465,21,Male,Electrical,0,6,0,0,0
1466,21,Male,"Information Technology",1,8,0,0,1
1467,22,Male,"Information Technology",0,6,0,0,0
1468,24,Female,"Electronics And Communication",0,6,0,0,1
1469,23,Male,Mechanical,1,8,1,0,1
1470,21,Male,"Information Technology",0,7,0,0,0
1471,22,Male,"Electronics And Communication",0,7,0,0,0
1472,24,Female,"Computer Science",1,7,1,0,1
1473,23,Male,"Information Technology",0,7,0,0,0
1474,22,Male,"Information Technology",0,6,0,0,0
1475,23,Male,"Information Technology",2,6,0,0,1
1476,24,Male,"Information Technology",2,8,0,0,1
1477,20,Male,Mechanical,0,8,1,0,1
1478,22,Male,"Information Technology",1,6,0,0,0
1479,20,Male,"Information Technology",0,8,0,0,1
1480,22,Male,"Computer Science",2,8,0,1,1
1481,21,Male,Civil,0,7,1,1,0
1482,22,Male,"Information Technology",1,7,0,0,1
1483,20,Male,Mechanical,0,7,1,0,0
1484,21,Male,"Information Technology",0,7,0,0,1
1485,22,Male,"Computer Science",0,6,0,0,0
1486,20,Male,"Computer Science",1,8,0,0,1
1487,21,Male,"Computer Science",0,6,0,0,0
1488,20,Male,Electrical,2,7,1,0,1
1489,22,Male,"Electronics And Communication",0,7,0,0,0
1490,21,Male,"Information Technology",0,7,0,0,0
1491,23,Male,"Electronics And Communication",0,6,0,0,0
1492,19,Female,"Information Technology",1,8,0,1,1
1493,23,Female,"Information Technology",1,5,0,0,0
1494,19,Male,Electrical,1,8,0,0,1
1495,22,Female,"Computer Science",1,5,1,0,0
1496,21,Male,"Computer Science",1,7,0,0,1
1497,20,Female,"Computer Science",0,5,1,1,0
1498,19,Male,"Computer Science",0,7,0,0,1
1499,20,Male,Mechanical,0,5,1,0,0
1500,20,Female,"Computer Science",0,8,1,0,1
1501,24,Female,"Computer Science",2,5,1,0,0
1502,19,Male,Electrical,0,8,0,0,1
1503,24,Male,"Electronics And Communication",0,6,0,0,1
1504,21,Female,Civil,1,8,0,1,1
1505,22,Male,"Information Technology",1,6,0,0,0
1506,21,Female,"Computer Science",1,8,1,0,1
1507,23,Female,"Electronics And Communication",0,5,0,0,0
1508,22,Male,"Information Technology",0,7,0,0,0
1509,22,Male,Mechanical,1,6,1,0,0
1510,20,Male,"Electronics And Communication",0,8,0,0,1
1511,21,Female,Mechanical,1,5,1,0,0
1512,22,Male,"Electronics And Communication",1,7,0,0,0
1513,22,Male,Mechanical,1,5,0,0,0
1514,21,Male,"Computer Science",0,8,0,0,1
1515,24,Male,"Information Technology",1,6,0,1,1
1516,22,Male,"Computer Science",0,7,0,0,0
1517,23,Male,Mechanical,0,5,1,1,0
1518,21,Male,"Computer Science",1,8,0,0,1
1519,23,Female,Civil,1,5,0,0,0
1520,20,Male,"Information Technology",1,8,0,0,1
1521,22,Male,Electrical,0,5,0,0,0
1522,22,Female,Mechanical,1,8,1,0,1
1523,20,Male,"Computer Science",1,5,0,0,0
1524,22,Female,"Computer Science",0,8,1,0,1
1525,23,Male,"Computer Science",1,5,0,0,0
1526,21,Male,Electrical,0,8,0,0,1
1527,23,Male,Civil,0,5,0,0,0
1528,22,Male,Mechanical,0,8,1,0,1
1529,21,Female,"Information Technology",0,6,0,0,0
1530,22,Female,"Computer Science",1,7,1,0,1
1531,24,Male,Civil,0,6,0,0,1
1532,19,Male,"Computer Science",1,7,0,1,1
1533,23,Male,"Computer Science",0,6,0,0,1
1534,22,Male,"Computer Science",0,8,0,1,1
1535,24,Male,"Information Technology",1,6,0,0,1
1536,22,Male,"Computer Science",3,7,0,0,0
1537,22,Male,"Information Technology",1,5,0,0,0
1538,21,Male,"Information Technology",0,7,0,0,0
1539,22,Male,Electrical,1,6,1,1,0
1540,22,Male,"Information Technology",0,7,0,0,0
1541,21,Male,"Information Technology",0,5,0,0,0
1542,21,Male,Civil,1,7,0,0,0
1543,21,Male,"Electronics And Communication",0,6,0,0,0
1544,20,Female,"Information Technology",1,8,1,0,1
1545,20,Male,"Computer Science",0,5,0,0,0
1546,19,Male,"Information Technology",0,8,0,0,1
1547,22,Male,"Information Technology",0,6,0,0,0
1548,21,Male,"Electronics And Communication",1,8,0,1,1
1549,23,Female,Mechanical,1,5,1,0,0
1550,21,Male,"Information Technology",2,7,0,1,0
1551,22,Male,"Computer Science",2,6,0,0,1
1552,19,Male,"Computer Science",1,8,0,0,1
1553,23,Male,Civil,1,6,0,1,0
1554,22,Female,"Computer Science",1,8,1,1,1
1555,21,Male,"Computer Science",1,8,0,0,1
1556,22,Male,Electrical,2,6,1,0,1
1557,19,Male,Electrical,1,8,0,1,1
1558,21,Male,Mechanical,0,5,1,1,0
1559,19,Female,"Electronics And Communication",1,7,0,0,1
1560,21,Male,Electrical,0,6,0,0,0
1561,21,Male,Electrical,0,8,0,0,1
1562,20,Male,Mechanical,1,5,1,0,0
1563,20,Male,"Computer Science",0,7,0,1,0
1564,24,Male,"Information Technology",0,6,0,0,1
1565,20,Male,"Computer Science",1,7,0,0,0
1566,23,Male,Mechanical,0,5,1,0,0
1567,22,Male,Mechanical,3,7,1,1,0
1568,21,Male,Civil,0,5,0,1,0
1569,22,Male,"Electronics And Communication",0,7,0,0,0
1570,21,Male,"Computer Science",1,6,0,1,0
1571,20,Female,"Information Technology",1,7,1,0,1
1572,20,Male,"Information Technology",0,6,0,0,0
1573,20,Male,"Information Technology",0,7,0,1,1
1574,21,Male,"Computer Science",2,5,0,0,0
1575,22,Female,"Computer Science",3,8,1,0,1
1576,23,Male,"Computer Science",3,6,0,0,1
1577,22,Male,"Electronics And Communication",2,8,0,0,1
1578,21,Male,"Electronics And Communication",1,5,0,0,0
1579,19,Female,Civil,1,8,0,0,1
1580,22,Male,Electrical,1,6,0,1,0
1581,22,Male,"Electronics And Communication",1,8,1,1,1
1582,20,Male,Civil,0,6,0,1,0
1583,22,Male,"Information Technology",0,8,0,1,1
1584,24,Male,"Information Technology",0,6,0,0,1
1585,20,Male,Mechanical,1,8,1,0,1
1586,24,Male,"Electronics And Communication",1,6,0,1,1
1587,20,Male,"Information Technology",1,8,1,1,1
1588,22,Male,Mechanical,0,6,1,0,0
1589,20,Male,Mechanical,1,7,1,1,0
1590,22,Male,"Information Technology",0,6,0,0,0
1591,22,Female,"Computer Science",1,7,1,0,0
1592,23,Male,Civil,1,6,0,1,0
1593,20,Male,"Computer Science",1,8,0,0,1
1594,22,Male,"Computer Science",0,6,0,0,0
1595,19,Male,Civil,1,7,0,0,0
1596,24,Male,Mechanical,0,6,1,0,1
1597,21,Male,Civil,0,7,0,0,0
1598,20,Male,Mechanical,0,6,1,1,0
1599,19,Male,"Computer Science",2,7,0,0,1
1600,24,Male,Civil,1,6,0,0,1
1601,22,Male,Electrical,0,7,0,0,0
1602,21,Male,Mechanical,1,5,1,0,0
1603,19,Male,"Electronics And Communication",0,8,0,0,1
1604,23,Male,"Computer Science",0,5,0,1,0
1605,19,Male,Civil,0,7,1,0,0
1606,23,Female,"Computer Science",1,5,1,0,0
1607,21,Male,"Information Technology",0,8,0,0,1
1608,23,Male,"Computer Science",1,6,0,0,0
1609,19,Male,Civil,0,8,0,1,1
1610,21,Male,"Computer Science",1,6,0,0,0
1611,22,Male,"Computer Science",1,8,0,0,1
1612,22,Male,Civil,0,5,1,0,0
1613,20,Male,"Computer Science",1,7,0,0,0
1614,21,Male,"Electronics And Communication",0,6,0,0,0
1615,22,Male,"Computer Science",0,7,0,0,0
1616,22,Male,Electrical,1,6,1,1,0
1617,21,Male,"Information Technology",1,8,1,0,1
1618,22,Male,"Information Technology",0,5,0,0,0
1619,20,Male,"Information Technology",1,8,1,0,1
1620,23,Male,Civil,1,6,0,0,0
1621,19,Male,Mechanical,1,8,1,0,1
1622,23,Male,Civil,0,6,0,1,0
1623,20,Male,Civil,1,8,0,0,1
1624,21,Male,Electrical,0,6,0,1,0
1625,21,Male,"Computer Science",0,7,0,0,0
1626,22,Male,"Information Technology",0,8,0,0,1
1627,20,Female,"Computer Science",1,8,1,0,1
1628,19,Male,"Information Technology",1,7,0,0,0
1629,21,Male,"Computer Science",1,8,0,0,1
1630,20,Male,"Electronics And Communication",0,8,0,0,1
1631,21,Male,"Computer Science",0,6,0,1,0
1632,21,Male,"Computer Science",1,8,0,0,1
1633,23,Female,"Computer Science",1,8,1,0,1
1634,20,Male,Mechanical,0,8,1,1,1
1635,20,Male,"Computer Science",3,7,0,1,0
1636,21,Male,Electrical,0,7,0,0,0
1637,21,Male,"Electronics And Communication",2,7,0,0,1
1638,20,Male,"Computer Science",2,8,0,0,1
1639,21,Female,"Computer Science",0,7,1,0,0
1640,23,Male,"Computer Science",1,7,0,0,0
1641,20,Male,"Computer Science",1,6,0,0,0
1642,21,Male,"Computer Science",1,7,0,1,0
1643,21,Male,"Information Technology",1,6,0,0,0
1644,22,Male,"Computer Science",0,8,0,0,1
1645,20,Male,"Information Technology",0,8,0,0,1
1646,19,Male,"Electronics And Communication",0,8,0,0,1
1647,22,Female,"Information Technology",1,6,0,0,0
1648,19,Male,Civil,0,7,0,0,0
1649,21,Female,"Information Technology",1,6,0,0,0
1650,21,Male,"Information Technology",0,7,0,0,0
1651,24,Male,"Information Technology",0,7,0,0,0
1652,21,Male,Mechanical,1,8,1,0,1
1653,20,Male,"Computer Science",1,8,0,0,1
1654,23,Male,Electrical,1,8,0,0,1
1655,22,Female,"Electronics And Communication",1,7,1,0,0
1656,20,Male,"Information Technology",1,6,0,0,0
1657,20,Male,Civil,0,7,0,0,0
1658,19,Male,"Computer Science",0,8,0,0,1
1659,24,Male,"Computer Science",2,6,0,0,1
1660,22,Male,"Computer Science",2,7,0,0,0
1661,22,Male,Civil,0,8,1,0,1
1662,20,Male,"Computer Science",1,7,0,0,0
1663,20,Female,"Information Technology",1,6,0,0,0
1664,22,Male,"Information Technology",1,7,1,0,0
1665,21,Male,Civil,0,8,1,0,1
1666,21,Male,Mechanical,0,8,1,0,1
1667,22,Male,Mechanical,0,8,0,0,1
1668,19,Male,"Electronics And Communication",0,8,0,0,1
1669,20,Male,"Information Technology",1,7,0,0,0
1670,22,Male,"Information Technology",1,8,0,0,1
1671,20,Male,"Computer Science",0,8,0,0,1
1672,22,Male,"Information Technology",1,8,1,0,1
1673,19,Male,"Computer Science",1,7,0,0,0
1674,22,Female,"Electronics And Communication",0,8,0,0,1
1675,21,Male,"Electronics And Communication",0,7,0,0,1
1676,24,Male,Civil,1,7,1,0,0
1677,19,Male,"Electronics And Communication",0,8,0,0,1
1678,22,Male,"Information Technology",1,6,0,0,0
1679,21,Male,Electrical,1,8,0,0,1
1680,23,Male,"Information Technology",0,7,0,0,0
1681,19,Male,"Computer Science",0,8,0,0,1
1682,23,Male,"Electronics And Communication",1,6,0,1,0
1683,22,Female,"Information Technology",1,6,0,0,0
1684,19,Male,"Computer Science",1,8,0,0,1
1685,23,Male,Mechanical,1,6,1,0,0
1686,22,Male,"Computer Science",0,7,0,0,0
1687,24,Male,"Information Technology",0,6,0,0,1
1688,21,Female,"Electronics And Communication",0,8,0,0,1
1689,24,Male,"Information Technology",0,8,0,0,1
1690,19,Male,"Computer Science",2,8,0,0,1
1691,22,Male,"Computer Science",0,6,0,1,0
1692,19,Male,"Electronics And Communication",0,7,0,0,1
1693,24,Male,"Computer Science",1,6,0,0,1
1694,19,Male,Electrical,0,6,0,0,0
1695,21,Female,"Computer Science",0,7,1,0,0
1696,20,Male,Mechanical,0,8,1,0,1
1697,24,Male,"Computer Science",0,7,0,0,1
1698,21,Male,Electrical,1,7,1,1,1
1699,21,Male,Mechanical,0,8,0,0,1
1700,20,Male,"Computer Science",0,8,0,1,1
1701,24,Male,Civil,0,6,1,0,1
1702,22,Male,"Computer Science",0,6,0,0,0
1703,24,Male,"Information Technology",1,6,0,0,1
1704,19,Male,"Computer Science",0,7,0,0,0
1705,21,Male,Electrical,1,6,0,0,0
1706,20,Male,Electrical,0,8,0,1,1
1707,24,Male,"Electronics And Communication",1,8,0,1,1
1708,22,Female,Electrical,0,6,0,0,0
1709,20,Male,"Computer Science",0,6,0,0,0
1710,22,Male,"Information Technology",1,6,0,0,0
1711,20,Female,Mechanical,1,6,1,0,0
1712,21,Male,"Electronics And Communication",0,6,0,1,0
1713,20,Male,"Computer Science",0,7,0,1,0
1714,20,Male,"Information Technology",1,7,0,0,0
1715,21,Male,"Information Technology",0,8,0,0,1
1716,24,Male,"Computer Science",0,6,0,0,1
1717,21,Male,"Computer Science",1,8,0,0,1
1718,21,Male,"Computer Science",2,8,0,0,1
1719,19,Male,Civil,1,7,0,1,0
1720,22,Male,"Computer Science",1,8,0,0,1
1721,19,Male,"Computer Science",0,8,0,0,1
1722,23,Male,"Electronics And Communication",0,7,0,0,0
1723,19,Male,Electrical,1,6,0,0,0
1724,21,Female,"Information Technology",0,8,0,0,1
1725,22,Male,"Electronics And Communication",0,7,0,0,0
1726,23,Male,"Computer Science",1,6,0,0,0
1727,22,Male,"Electronics And Communication",0,6,0,0,0
1728,23,Male,Civil,0,8,0,0,1
1729,22,Male,"Electronics And Communication",0,7,0,0,0
1730,22,Male,"Electronics And Communication",1,8,0,1,1
